,Workshop Name,Studio Name,Location,Category,Date,URL_SW,Time
0,Pole & Aerial Jam,poda Studio,"Martinstr. 10-12, 52062 Aachen",Poledance,"Sonntag, 17. Dezember 2023",https://www.eversports.de/e/class/AieL128,13:00 - 14:00
