URL_SCL_E,Time,Duration,Name,Available Slots,Trainer,Room
https://www.eversports.de/e/class/DGOf2-XZauj,17:00,75 Min,AUFZEICHNUNG: Break from Sitting ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/npgzc5Kecx6,17:00,75 Min,AUFZEICHNUNG: GOOD POSTURE (01/05),"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/IafZ7C9nof8V,18:00,75 Min,AUFZEICHNUNG: VINYASA ● HAPPINESS ● DE mit Barbara & Croci,"ab 5,00 €●Alle Level",Christina,Unbekannt
https://www.eversports.de/e/class/xHZtrw2E2Pj,18:00,90 Min,JIVAMUKTI OPEN ● 90 ● DE,Alle Level,Nataliia,Unbekannt
https://www.eversports.de/e/class/8-3oW-GXUsC,18:15,25 Min,AUFZEICHNUNG: Break from Sitting ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/Z0-m51-y7Zt,18:15,75 Min,VINYASA FOR HAPPINESS ● DE,Intermediate,Ulrike,Unbekannt
https://www.eversports.de/e/class/c1g6uX2,18:30,30 Min,"⚡️NEW: YOGA FOR GOOD POSTURE: Mobility, fascia and stretch","ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/Hc4OYIk,19:00,40 Min,⚡️NEW: YOGA FOR GOOD POSTURE: Short flow for the spine,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/UDDk6s7icT9,19:00,75 Min,AUFZEICHNUNG: THERAPEUTISCH ❤︎ Stretch Out ● DE,"ab 5,00 €●Alle Level",Christina,Unbekannt
https://www.eversports.de/e/class/2KAkxRzAC9Ho,20:00,60 Min,MOBILITY based flow ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/rraIFmOAMlP,20:00,60 Min,YOGA BASICS für Einsteiger ● DE,Anfänger,Ulrike,Unbekannt
https://www.eversports.de/e/class/xmB6yXQuyJi,20:00,75 Min,Hips | YOGA FOR GOOD POSTURE ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/BBpPIyiQxyK,20:00,75 Min,YIN YOGA Livestram-Klasse,,Martina,Unbekannt
https://www.eversports.de/e/class/AdFuB78Zq5K,20:00,75 Min,YIN YOGA,,Martina,Unbekannt
https://www.eversports.de/e/class/aoSbCN3Q8Iyg,20:15,70 Min,Detox & Reset Class ● EN,"ab 5,00 €●Alle Level",Martina,Unbekannt
https://www.eversports.de/e/class/eVny4WYHlWg,07:00,60 Min,AUFZEICHNUNG: VINYASA ● HAPPINESS ● DE,"ab 5,00 €●Alle Level",Christina,Unbekannt
https://www.eversports.de/e/class/IeeVu8v-vnH,07:30,60 Min,Asthanga ● EN,Alle Level,Melina,Unbekannt
https://www.eversports.de/e/class/ao7I9gY7S-J,09:00,70 Min,Asthanga ● EN,Alle Level,Jolanda,Unbekannt
https://www.eversports.de/e/class/TWNb1mWauxEf,10:30,70 Min,Detox & Reset Class ● EN,"ab 5,00 €●Alle Level",Martina,Unbekannt
https://www.eversports.de/e/class/mNp7ZcV5olo,10:30,75 Min,Homecoming through Movement ● EN,Alle Level,Alexandra,Unbekannt
https://www.eversports.de/e/class/_nv80jHKFdK,11:15,60 Min,AUFZEICHNUNG: THERAPEUTISCH ❤︎ unterer Rücken (03/03) ● DE,"ab 5,00 €●Alle Level",Christina,Unbekannt
https://www.eversports.de/e/class/dI0tzDXUK2y,12:15,25 Min,AUFZEICHNUNG: Break from Sitting ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/1ebBbzXuw1k,12:30,60 Min,Rücken Yoga 60 ● DE+EN,Alle Level,Marianne,Unbekannt
https://www.eversports.de/e/class/iiwrdFPzRgZ,12:30,60 Min,MOBILITY based flow ● EN,"ab 5,00 €●Alle Level",Mireia,Unbekannt
https://www.eversports.de/e/class/GTESJrujKyA,12:30,60 Min,RÜCKEN YOGA,Alle Level,Marianne,Unbekannt
https://www.eversports.de/e/class/j_og1DYVlLB,16:00,75 Min,BioDynamic Breathwork & Trauma Release,Alle Level,Ella,Unbekannt
https://www.eversports.de/e/class/Zr1haQ6E238,17:00,60 Min,THERAPEUTISCH ❤︎ unteren Rücken (01/03) ● DE,"ab 5,00 €●Alle Level",Christina,Unbekannt
