,Workshop Name,Studio Name,Location,Category,Date,URL_SW,Time
0,Strip that down!  Workshop *girls only*,poda Studio," 10-12 Martinstraße Innenhof, 52062 Aachen",Tanzen,"Sonntag, 29. Oktober 2023",https://www.eversports.de/e/workshop/mT-MZa2,20:15 - 21:45
