   Workshop Name,Beschreibung,Studio Name,Location,Category,Date,URL_E,Time
Pilates - die sanfte Kraft,"Das Krankenkassen zertifizierte Konzept „Pilates- Die sanfte Kraft“ beinhaltet 10 Einheiten á 60 Minuten. Diese beginnen Donnerstag den 11.01.24 und enden am Donnerstag den 14.03.24.  In diesem Kurs steht deine persönliche Rückengesundheit im Vordergrund.  Gleichzeitig steigert das sanfte Training durch ruhige Übungen unter Einbeziehung der bewussten Atmung deine Entspannungsfähigkeit und somit deine psychischen Ressourcen. Die Kosten des Kurses betragen 120€ und werden von deiner Krankenkasse bis zu 100% bezuschusst.  Informiere dich doch ruhig vorab bei deiner Krankenkasse wie hoch deren Bezuschussung für diesen Kurs ausfällt, damit du deine eigenen anfallenden Kosten direkt kalkulieren kannst. Natürlich kannst du diesen Kurs aber auch ganz unabhängig von deiner Krankenkasse buchen. Benötigte Kleidung: Achte auf bequeme, bewegliche Sportkleidung. Eine Jacke oder Decke empfiehlt sich für die Schlussentspannung dabei zu haben.  Bitte bringe zu deinem Training immer etwas zu Trinken mit und achte darauf weder mit leerem, noch mit vollem Magen zu trainieren. Im Notfall kann ein Müsliriegel oder eine Banane schon Wunder wirken ;) Sei dabei und melde dich direkt an. Es ist eine Investition in dich und deine Gesundheit. 🫶🏼l",PoleathletiX,"Ticket für Do. 18.01.2024, 17:15 - 18:15",Pilates,"Beginnt am Donnerstag, 11. Januar 2024",https://www.eversports.de/e/workshop/fWcLCKr,"Industriestr 10, 22927 Celle"
Polefitness Schnuppertraining,"Du bist neugierig und möchtest Polefitness einmal ganz unverbindlich ausprobieren,kennenlernen?! Dann bist du in diesem Kurs genau richtig. Melde dich an und erlerne die ersten Basics an der Pole. In angenehmer Atmosphäre kannst du dich von diesem Sport begeistern lassen. Du benötigst keine Vorerfahrungen oder besondere Fähigkeiten. Hier fangen alle bei Null an. Sei dabei ! Das solltest du beim Training dabei haben:-etwas zum trinken-ein kleines Handtuch-lange, elastische Sportkleidung, Kuschelsocken -kurze Kleidung für den nötigen Grip an der Pole",PoleathletiX,"Ticket für Fr. 26.01.2024, 19:15 - 20:15",Poledance,"Beginnt am Freitag, 12. Januar 2024",https://www.eversports.de/e/workshop/Tb_3jSS,"Industriestr 10, 22927 Celle"
Jumping Fitness,"Jumping Fitness ist ein hochintensives Training auf dem Trampolin. Es kombiniert Ausdauertraining mit Kraftübungen und bietet eine unterhaltsame und effektive Möglichkeit, die Gesamtfitness zu verbessern. Komm vorbei und erlebe diese Sportart mit sehr hohem Spaßgarant. Für das Training solltest du etwas zum trinken-, ein Handtuch und saubere Turnschuhe dabei haben.",PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Montag, 15. Januar 2024",https://www.eversports.de/e/workshop/kC_8RI-,18:00 - 19:00
Twerk it,In unserem Workshop 'Twerk it' lernst du Twerking Basic Moves zusammengesetzt zu einer einfachen Choreographie. Spaß an rhythmischen Bewegungen stehen hier im Vordergrund. bitte zum Workshop mitbringen: • ein sauberes Paar Turnschuhe  • etwas zum trinken • idealerweise auch Knieschoner,PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/REAi0sj,12:00 - 13:00
MamiFit-YoungMamaFit,"Dieser Kurs richtet sich an frisch gebackene Mütter ab 10 Woche nach Entbindung bis 12 Monate nach Entbindung unter dem Motto ""Mehr Kraft und Fitness für Mütter, dank funktionellem Ganzkörpertraining."" YoungMamaFit ist ein Krankenkassen zertifiziertes Kurskonzept und wird finanziell bis zu 100% von deiner Krankenkasse übernommen.Inhalte des Kurses sind Muskelkräftigung, Entspannung, Steigerung der Ausdauer, Mobilisation und Dehnfähigkeit.In 10 Trainingseinheiten werden dir diese Bereiche zu einem besseren Wohlbefinden verhelfen können. Ebenso steht die Stabilisation und das Training der Bauchmuskulatur und des Beckenbodens im Fokus.Der Kurs ist perfekt als Ergänzung zu einem Rückbildungskurs. Du kannst ihn parallel absolvieren, oder im Anschluss eines Rückbildungskurses. Dein Baby ist bei diesem Training herzlichst Willkommen. Bitte bringe zum Training etwas zum trinken mit, wärmende, elastische Kleidung, mit der Möglichkeit zum ablegen einiger Kleidungsstücke (Zwiebellook). Wir trainieren ohne Schuhe. Entweder Barfuß, oder gern auch mit ABS-Socken. Solltest du noch ungeklärte Fragen auf dem Herzen haben, so schreibe gern eine Nachricht. (Whatsapp, Instagram, E-Mail) ",PoleathletiX,"Ticket für Do. 15.02.2024, 10:15 - 11:15",Bodyfit,"Beginnt am Donnerstag, 8. Februar 2024",https://www.eversports.de/e/workshop/csrqGyT,"Industriestr 10, 22927 Celle"
Double Trouble,"Ihr lernt verschiedene Double Posen und Spins an der Pole mit Emily & Olivia. Voraussetzung: sicheres Klettern und Seat Ihr könnt euch zu zweit anmelden, aber gerne auch alleine.",VerticalArts Pole & Aerial Fitness,"Olgastraße 48, 70182 Stuttgart",Poledance,"Samstag, 17. Februar 2024",https://www.eversports.de/e/workshop/m4Z_ARe,11:00 - 12:30
Freestyle Monkeys,"Dich erwarten ausgefallene Übungen, mit welchen du die Welt um dich herum vergisst und dich im Tanz völlig fallen lassen kannst. Geeignet ab Level 2, du solltest bereit sein, neue Bewegungen mit und ohne Pole eigenständig zu erkunden. Bereite dich vor, deinen eigenen Style zu entwickeln oder auszubauen und dich beim freien Tanz mit und um die Pole wohler zu fühlen!",VerticalArts Pole & Aerial Fitness,"Olgastraße 48, 70182 Stuttgart",Poledance,"Samstag, 24. Februar 2024",https://www.eversports.de/e/workshop/n8VQ6w4,11:00 - 12:30
Aerial Hoop Fortgeschritten,"Entdecke deine neue Leidenschaft! Am Workshop teilnehmen können: Polerinas der Level Intermediate, Advanced und Profi oder Personen, die bereits am Aerial Hoop Beginner Workshop teilgenommen haben Wir starten entspannt in den Workshop und gewöhnen uns an den Luftring, da eine vergangene Teilnahme an einem Aerial Hoop Workshop keine Voraussetzung ist. Während des Workshops werden wir uns schnell steigern und anspruchsvollere Figuren lernen. Es wird ein fortgeschrittenes Fitnesslevel (Kraft und Flexibilität) vorausgesetzt.",Pole Plus,Alle Termine,Poledance,"Beginnt am Freitag, 5. Januar 2024",https://www.eversports.de/e/workshop/NHtp6Mw,"Ulmer Straße 152, 86156 Augsburg"
Flexibility Workshop,"BRING DEINE FLEXIBILITY AUF DAS NÄCHSTE LEVEL Ein Bestandteil des Pole-Sports sind die Flexibilitäts-Figuren. Um diese Figuren durchführen zu können, ist eine gewisse Flexibilität nötig. Nicht nur fürs Pole-Training, auch für die Gesundheit und das Wohlbefinden ist Stretching von Vorteil. In diesem Workshop dehnen wir den gesamten Körper und setzen den Grundstein für eine bessere Flexibilität. Unser Fokus liegt auf Übungen für Schulter, Rücken und Spagat Dehnung. Das Training gestalten wir abwechslungsreich mit Yogagurten, Yogablöcken und Partnerübungen. Der Workshop findet statt ab einer Mindestteilnehmerzahl von 5 Personen",Pole Plus,21:00 - 21:40,Stretching,"Beginnt am Montag, 8. Januar 2024",https://www.eversports.de/e/workshop/CRl1muH,"Ulmer Straße 152, 86156 Augsburg"
Aerial Hoop Beginner,Entdecke deine neue Leidenschaft! Wir gewöhnen uns an den Luftring und erlernen die ersten Figuren. Es wird kein spezielles Fitnesslevel vorausgesetzt.,Pole Plus,Alle Termine,Poledance,"Beginnt am Freitag, 9. Februar 2024",https://www.eversports.de/e/workshop/upSDQIA,"Ulmer Straße 152, 86156 Augsburg"
Workshop mit @bou_boulette (Janine Hollung),"Am Samstag den 02.03.2024 dürfen wir Janine alias @bou_boulette erneut bei uns als Gast willkomenn heißen. Sie wird an diesem Tag zwei Workshops anbieten, beide zum Thema:MY FAVORITE TRICKS AND COMBOS ON STATIC In diesem Workshop liegt der Fokus auf meinen liebsten aktuellen Tricks, aber auch auf meinen 'Klassikern'. Was macht mehr Spaß als diese endlos mit Spins, Climbs, Drops oder dynamic Movements zu kombinieren, ohne dabei den Boden zu berühren? 14:00 bis 15:30 Uhr --> Beginner 16:00 bis 17:30 Uhr --> Fortgeschrittene Preise: 1 Kurs: 65€ 2 Kurse: 120€ Stornierungen sind online über Eversports bis zu 1 Woche vor Workshopbeginn möglich.",POLEside,"Ticket für Sa. 02.03.2024, 16:00 - 17:30",Poledance,"Beginnt am Samstag, 2. März 2024",https://www.eversports.de/e/workshop/llCPKoMLh,"Weststraße 1, 74193 Schwaigern"
Pole Probestunde,"... weil es soooo viel Spaß macht! Du willst den Sport an der Stange schon lange einmal ausprobieren? Dann komm zu unserer Probestunde! In 60 min Training machst du deine ersten Schritte um und deine ersten Tricks an der Stange und hast so die Gelegenheit einmal in den Sport reinzuschnuppern. Voraussetzung: keine Bitte mitbringen: Leggins, Söckchen, kleines Handtuch Bitte an diesem Tag nicht eincremen und allen Körperschmuck (Ohrringe, Ringe, Ketten) zum Training ablegen!",Flexx Arts - Aerial Dance & Fitness,"Rudolf-Diesel-Straße 12, 87700 Memmingen",Poledance,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/w_HeJv0,14:15 - 15:15
Pole Probestunde,"... weil es soooo viel Spaß macht! Du willst den Sport an der Stange schon lange einmal ausprobieren? Dann komm zu unserer Probestunde! In 60 min Training machst du deine ersten Schritte um und deine ersten Tricks an der Stange und hast so die Gelegenheit einmal in den Sport reinzuschnuppern. Voraussetzung: keine Bitte mitbringen: Leggins, Söckchen, kleines Handtuch Bitte an diesem Tag nicht eincremen und allen Körperschmuck (Ohrringe, Ringe, Ketten) zum Training ablegen!",Flexx Arts - Aerial Dance & Fitness,"Rudolf-Diesel-Straße 12, 87700 Memmingen",Poledance,"Freitag, 2. Februar 2024",https://www.eversports.de/e/workshop/nCNxtqP,18:00 - 19:00
Exotic Pole,"Heels on - we're gonna dance hard! In diesem Workshop behandeln wir die Basic Elemente des Exotic Flow:- Heels Technique- Lines and Poses- Beginner Tricks and Flips- Beginner Choreo Dauer: 75 MinutenVoraussetzung: Poleerfahrung mind. Level 1 Choreo Bitte mitbringen: Heels, KneePads, kleines Handtuch, Getränk, lange und kurze Hosen, Shirt mit Schulterbedeckung Mindestteilnehmerzahl: 5 Teilnehmer",Flexx Arts - Aerial Dance & Fitness,"Rudolf-Diesel-Straße 12, 87700 Memmingen",Poledance,"Freitag, 2. Februar 2024",https://www.eversports.de/e/workshop/usGEL57,19:15 - 20:30
Pole Probestunde,"... weil es soooo viel Spaß macht! Du willst den Sport an der Stange schon lange einmal ausprobieren? Dann komm zu unserer Probestunde! In 60 min Training machst du deine ersten Schritte um und deine ersten Tricks an der Stange und hast so die Gelegenheit einmal in den Sport reinzuschnuppern. Voraussetzung: keine Bitte mitbringen: Leggins, Söckchen, kleines Handtuch Bitte an diesem Tag nicht eincremen und allen Körperschmuck (Ohrringe, Ringe, Ketten) zum Training ablegen!",Flexx Arts - Aerial Dance & Fitness,"Rudolf-Diesel-Straße 12, 87700 Memmingen",Poledance,"Freitag, 23. Februar 2024",https://www.eversports.de/e/workshop/_EBraSK,18:00 - 19:00
Show Night,"Unsere Mädels möchten euch zeigen, was sie drauf haben und haben fleißig geübt.Lasst euch verzaubern von fabelhaften Auftritten an der Pole und am Hoop! Alle sind herzlich eingeladen. Einlass nur mit Ticket, da die Anzahl der Plätze begrenzt ist. Einlass: 17.30 Uhr Beginn: 18 Uhr Du möchtest ein ""echtes"" Ticket zum anfassen haben? Kein Problem. Einfach online Ticket kaufen und im Studio erhälst du dann eins in Papierform.",POLE HEROES,Ticket Show Night Zuschauer,Poledance,"Samstag, 27. Januar 2024",https://www.eversports.de/e/workshop/6blRZdc,17:30 - 20:00
Pole Akrobatik Workshop,"In diesem Workshop geht es vor allem um akrobatische und dynamische Elemente an und vor der Pole. Wir werden mit dem Gleichgewicht bei unterschiedlichen Balancetricks spielen, von Elbowlever über Unterarmstände und Handstände, dynamische Übergänge üben und uns an erste Flips herantasten. Der Kurs ist für alle Level geeignet, erste Inverterfahrungen wären  von Vorteil sind aber kein Muss.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Aerial Akrobatik,"Mittwoch, 27. Dezember 2023",https://www.eversports.de/e/workshop/cUAsf8y,17:00 - 18:30
Twerk Workshop,"Bei diesem Workshop lernst du mit viel Power die Techniken des Twerking und die verschiedenen Twerk Moves . Shake your Booty! Beim Twerking steht der Po im Mittelpunkt . In unserem Twerking Workshop lernst du die Grundlagen, sowie verschiedene Techniken und Combis des Twerkings kennen. Am Ende setzten wir die erlernten Moves zu einer kleinen Choreo zusammen. Du brauchst eine lockere Hose egal ob lang oder kurz. (Keine Leggings) Let the Booty bounce! Es sind keine Vorkenntnisse nötig. Bitte Turnschuhe und Knieschoner einpacken.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Twerken,"Mittwoch, 27. Dezember 2023",https://www.eversports.de/e/workshop/M30W71E,18:45 - 20:15
Heels & Floor Choreo Workshop,"Im diesem Workshop geht es um die Kombination von Musikalität, Ausdruck und die Zusammensetzung verschiedener Spins und fließenden sexy Bewegungen am Boden (Floorwork). Erlerne Schulterrollen, Drehungen am Boden und genieße das Gefühl mit deiner Umgebung zu verschmelzen. Lass deine sinnliche, sexy Seite den Durchbruch finden. Fühle dich rundum wohl und lass die Musik durch deinen Körper fließen. Für jedes Level geeignet. Kein Haut /Stangen Kontakt erforderlich, bequeme sexy Kleidung in der du dich wohl fühlst und dich bewegen kannst. Heels sind willkommen / Socken aber auch",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Tanzen,"Freitag, 29. Dezember 2023",https://www.eversports.de/e/workshop/wubqc-C,18:30 - 20:00
Lap Dance Workshop,"Du wolltest Dich schon immer mal wie eine sexy Diva fühlen und dich neu entdecken? Dann lass dich auf ein Abenteuer der besonderen Art ein ! Der Lap Dance, auch Schoßtanz genannt, ist ein besonders verführerischer Tanz, der einzelne Tanztechniken des Exotic Dance miteinander verbindet und den Partner oder Partnerin mit in die Performance integriert.Lass Dich auf ein Erlebnis der besonderen Art ein. Nicht nur während des Kurses wirst Du viel Spaß haben, sondern diesen auch mit nach Hause nehmen ;-) Es erwarten Euch 90 Minuten, mit heißen Bewegungen, viel Spaß und Humor, die Euch ein besseres Körpergefühl geben werden. Denn auch der Lap Dance ist ein Workout für Euren Körper. Es gibt keinen Dresscode – Du kannst entweder in bequemer Kleidung oder verführerischem Outfit (in dem du dich gut bewegen kannst) kommen. Es kann Barfuß oder in High Heels getanzt werden. In diesen Workshops ist Sekt inklusive! Als betanzendes Objekt der Begierde kannst du deine beste Freundin oder Feund mit bringen. Ansonsten teilen wir euch untereinander zu ,so dass ihr euch Abwechseln könnt und jeder mal in die Rolle des anderen schlüpfen kann.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Tanzen,"Freitag, 29. Dezember 2023",https://www.eversports.de/e/workshop/31_KlmJ,20:15 - 21:45
Pole Flow Choreo Workshop,"In diesem Workshop wirst du sinnlich um und an der Stange tanzen. Wir erlernen eine tolle Choreografie, welche aus flüssigen Bewegungen und Übergängen zwischen den Posen besteht. Hier sind alle Level willkommen. Bitte Knieschoner einpachen. Wir tanzen in Barfuss oder in Socken.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Tanzen,"Samstag, 30. Dezember 2023",https://www.eversports.de/e/workshop/Ez2MjvT,10:00 - 11:30
Split Stretch Workshop,"Split Special - in diesem 90 Minuten Workshop zeigen wir dir verschiedene Techniken wie du deinem Ziel, dem Spagat näher kommst. Alle Übungen sind so konzipiert, dass du sie danach auch zu Hause alleine anwenden kannst. Beide Split Variationen werden hier zur Anwendung kommen. Stretch with me!",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Stretching,"Donnerstag, 4. Januar 2024",https://www.eversports.de/e/workshop/iCVLDew,17:30 - 19:00
Aerial Tuch Choreo Workshop,"Flying into the new year ! Starte mit einem Hochgefühl ins neue Jahr und lerne in diesem 90min Workshop deine erste kleine Choreo im Tuch und genieße das Gefühl der Schwerelosigkeit und Akrobatik. Geeignet ab Tuch Level 1 und Pole Level 2 - kann nach je nach Level angepasst werden. Kleidung: Leggings ,T-Shirt und Socken.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Aerial Silk,"Freitag, 5. Januar 2024",https://www.eversports.de/e/workshop/x4fkntp,16:30 - 18:00
Seamless Flow Magic,"Seamless Flow Magic mit Laura Lou In diesem 90min Workshop erlernen wir eine ""flowy"" Choreo zu magischer Musik. Hier sitzt der Schwerpunkt auf den nahtlosen Übergängen und dem Ziel, dass alle Bewegungen ineinander fliessen. Voraussetzung: Dieser Kurs ist für alle Pole-Level geeignet. Dinge, die du für diesen Kurs brauchst: Plateau High Heels und Knieschoner",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Tanzen,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/jYJdZP9,11:00 - 12:30
Spagat,"Straddle & Middlesplit stehen ganz oben auf Deiner Wish-List für 2024?SSDann ist dieser Blockkurs wie für dich gemacht. Lerne Übungen kenne, die Deine passive und aktive Flexibilität verbessern, Muskulatur stärken und den Traum vom Touch-Down in greifbare Nähe rücken. Insbesondere unter Luftakrobaten gehört ein aktiver Straddle irgendwann ins notwendige Repertoire, weil er beispielsweise kraftvolle Inverts mühelos erscheinen lässt.",Luftbonbon,20:20 - 21:20,Stärkung/Flexibilität,"Beginnt am Montag, 5. Februar 2024",https://www.eversports.de/e/workshop/60kU5cU,"Königstraße 45, 32547 Bad Oeynhausen"
